Aque_Archaeo_1;Scil_19	Aque_Archaeo_1;Scil_19_pval1	Aque_Archaeo_1;Scil_19_pval2	Aque_Archaeo_1;Scil_24	Aque_Archaeo_1;Scil_24_pval1	Aque_Archaeo_1;Scil_24_pval2	Aque_Archaeo_1;Scil_27	Aque_Archaeo_1;Scil_27_pval1	Aque_Archaeo_1;Scil_27_pval2	Aque_Archaeo_1;Scil_32	Aque_Archaeo_1;Scil_32_pval1	Aque_Archaeo_1;Scil_32_pval2	Aque_Aspcinzin;Scil_28	Aque_Aspcinzin;Scil_28_pval1	Aque_Aspcinzin;Scil_28_pval2	Aque_Choanocytes_1;Scil_1	Aque_Choanocytes_1;Scil_1_pval1	Aque_Choanocytes_1;Scil_1_pval2	Aque_Choanocytes_2;Scil_1	Aque_Choanocytes_2;Scil_1_pval1	Aque_Choanocytes_2;Scil_1_pval2	Aque_Pinaco_1;Scil_15	Aque_Pinaco_1;Scil_15_pval1	Aque_Pinaco_1;Scil_15_pval2	Aque_Pinaco_1;Scil_21	Aque_Pinaco_1;Scil_21_pval1	Aque_Pinaco_1;Scil_21_pval2	Aque_Pinaco_1;Scil_25	Aque_Pinaco_1;Scil_25_pval1	Aque_Pinaco_1;Scil_25_pval2	Aque_Pinaco_1;Scil_30	Aque_Pinaco_1;Scil_30_pval1	Aque_Pinaco_1;Scil_30_pval2	Aque_Pinaco_2;Scil_15	Aque_Pinaco_2;Scil_15_pval1	Aque_Pinaco_2;Scil_15_pval2	Aque_Pinaco_2;Scil_19	Aque_Pinaco_2;Scil_19_pval1	Aque_Pinaco_2;Scil_19_pval2	Aque_Pinaco_2;Scil_24	Aque_Pinaco_2;Scil_24_pval1	Aque_Pinaco_2;Scil_24_pval2	Aque_Pinaco_2;Scil_27	Aque_Pinaco_2;Scil_27_pval1	Aque_Pinaco_2;Scil_27_pval2	Aque_Sperm;Scil_22	Aque_Sperm;Scil_22_pval1	Aque_Sperm;Scil_22_pval2
Aque_Aqu2.1.37816-001;Scil_g4517	5.351220243248752e-65	1.501104113340493e-13	Aque_Aqu2.1.43276-001;Scil_g11587	1.0182416073641277e-129	0.001308213787946087	Aque_Aqu2.1.29951-001;Scil_g9014	0.00022028134504872317	1.3351828985732552e-05	Aque_Aqu2.1.43623-001;Scil_g9181	2.967833146368427e-22	9.46135850032615e-11				Aque_Aqu2.1.28283-001;Scil_g13637	8.56665288335661e-23	3.320268255653308e-06	Aque_Aqu2.1.42700-001;Scil_g9431	7.021913672654355e-09	2.2604854558921415e-07	Aque_Aqu2.1.28489-001;Scil_g178	1.2639077541595553e-28	1.4769874519580662e-05	Aque_Aqu2.1.23692-001;Scil_g10960	1.2841772084763492e-19	7.697874836345238e-14	Aque_Aqu2.1.34863-001;Scil_g10363	7.856949568546215e-16	0.003378878652426875	Aque_Aqu2.1.31551-001;Scil_g6923	0.0004550419940629617	1.9865115391663293e-07	Aque_Aqu2.1.34185-001;Scil_g12629	3.733268992117139e-38	0.0008190936262603735	Aque_Aqu2.1.34182-001;Scil_g1212	0.00034402088415198156	1.2683858340816088e-31	Aque_Aqu2.1.23247-001;Scil_g6273	9.444866831159643e-49	2.3328830650530948e-07	Aque_Aqu2.1.14128-001;Scil_g9014	0.0056228831372082165	1.3351828985732552e-05			
Aque_Aqu2.1.20342-001;Scil_g6013	0.00010916520259784427	2.9288063338159984e-30	Aque_Aqu2.1.34344-001;Scil_g119	4.469710923167695e-16	1.0977579962824666e-31	Aque_Aqu2.1.43324-001;Scil_g1731	1.2736071685647366e-11	1.206867173886962e-09	Aque_Aqu2.1.34140-001;Scil_g7883	8.624609785310953e-08	3.0764700374587007e-30				Aque_Aqu2.1.41092-001;Scil_g12131	5.064435843593467e-16	2.2731884289040125e-05	Aque_Aqu2.1.31386-001;Scil_g6763	1.9939436211890793e-10	1.0396852815059356e-08	Aque_Aqu2.1.38146-001;Scil_g12881	6.387586082111135e-11	2.1955428679993587e-32	Aque_Aqu2.1.42093-001;Scil_g6477	0.0006886285707111513	0.0062350988250728465	Aque_Aqu2.1.43313-001;Scil_g7627	5.488228930951967e-29	0.00020958857353505303	Aque_Aqu2.1.21174-001;Scil_g10140	0.00021564884897657527	0.0009539565805784388	Aque_Aqu2.1.44221-001;Scil_g13279	1.0164839656097992e-72	5.893391080687706e-69	Aque_Aqu2.1.31551-001;Scil_g12129	5.480233371944621e-11	2.9690029009796013e-97	Aque_Aqu2.1.21174-001;Scil_g2820	3.5983844010444904e-79	3.9657895423737085e-29	Aque_Aqu2.1.34348-001;Scil_g10006	0.004037217112809467	8.01744537901046e-20			
Aque_Aqu2.1.41943-001;Scil_g10339	1.0016906815678531e-30	7.110049027397598e-24	Aque_Aqu2.1.25405-001;Scil_g8992	2.7610085691748473e-15	5.218466165168207e-90	Aque_Aqu2.1.25460-001;Scil_g6952	1.0806839649739981e-05	6.090049347380059e-18	Aque_Aqu2.1.33572-001;Scil_g3476	5.668642400668365e-139	2.123489906077005e-17				Aque_Aqu2.1.33945-001;Scil_g4609	4.071114614121073e-30	0.001956217061383836	Aque_Aqu2.1.34883-001;Scil_g9613	2.77492876976547e-18	2.373718949035016e-05	Aque_Aqu2.1.34863-001;Scil_g2820	7.856949568546215e-16	1.734370996913815e-60	Aque_Aqu2.1.41482-001;Scil_g1483	2.257130122823816e-08	2.479568833724734e-22	Aque_Aqu2.1.33622-001;Scil_g4725	1.708447263117159e-16	0.000998381218287609	Aque_Aqu2.1.28495-001;Scil_g4190	4.458325986516477e-24	0.0018585591398102622	Aque_Aqu2.1.42602-001;Scil_g6264	0.00010437239438426436	1.4741925395631006e-08	Aque_Aqu2.1.28510-001;Scil_g1202	4.1221548809449937e-10	6.188423432206488e-84	Aque_Aqu2.1.36436-001;Scil_g1240	1.8803483918358576e-09	1.7383206120068723e-18	Aque_Aqu2.1.37816-001;Scil_g4517	0.00680584638096658	1.596873247019166e-10			
Aque_Aqu2.1.37747-001;Scil_g4955	1.520304058493942e-143	3.09647286557078e-36	Aque_Aqu2.1.43637-001;Scil_g13024	0.0001321362764028887	3.6879272146840085e-16	Aque_Aqu2.1.25578-001;Scil_g2679	9.46692299568766e-12	3.938836107035566e-40	Aque_Aqu2.1.44247-001;Scil_g584	3.554518331741283e-29	1.0742334043796098e-11				Aque_Aqu2.1.39254-001;Scil_g6643	6.211804140099987e-05	2.2696328158478815e-18	Aque_Aqu2.1.41164-001;Scil_g2050	2.634164689891687e-22	0.00028651022064054156	Aque_Aqu2.1.41520-001;Scil_g10140	4.988517977277189e-10	7.029809022088953e-33	Aque_Aqu2.1.29496-001;Scil_g13078	0.0005693519180481434	7.912716267496188e-05	Aque_Aqu2.1.37778-001;Scil_g1636	3.9613826015629355e-07	0.007328073571000307	Aque_Aqu2.1.35253-001;Scil_g10960	3.5542328552532075e-13	0.0010311375398249923	Aque_Aqu2.1.24514-001;Scil_g9154	1.4716714648463382e-19	2.268210113013658e-43	Aque_Aqu2.1.37960-001;Scil_g151	6.928813814428876e-12	3.792211162165055e-104	Aque_Aqu2.1.34429-001;Scil_g110	4.114553893179646e-74	0.001862633292933099	Aque_Aqu2.1.25578-001;Scil_g4517	0.005312301831445139	1.596873247019166e-10			
Aque_Aqu2.1.42548-001;Scil_g2821	5.420837544320485e-66	0.0011493006646182426	Aque_Aqu2.1.34374-001;Scil_g12129	1.4390603500282076e-48	5.962773796446919e-41	Aque_Aqu2.1.29989-001;Scil_g3256	4.122966021694138e-114	3.913029502705773e-66	Aque_Aqu2.1.29989-001;Scil_g3256	4.122966021694138e-114	1.421562199914897e-32				Aque_Aqu2.1.33439-001;Scil_g2050	3.728681044466292e-17	0.00028651022064054156	Aque_Aqu2.1.26655-001;Scil_g11106	3.1207921437541915e-13	5.625711319294789e-12	Aque_Aqu2.1.35253-001;Scil_g9750	3.5542328552532075e-13	6.723224112689725e-10	Aque_Aqu2.1.37770-001;Scil_g1350	0.006518916636731035	1.7852689279252667e-48	Aque_Aqu2.1.25927-001;Scil_g947	3.006102746387663e-11	4.126847869522122e-16	Aque_Aqu2.1.34344-001;Scil_g119	8.471951911253183e-28	4.570121173935753e-06	Aque_Aqu2.1.31586-001;Scil_g5477	1.891188349453035e-06	7.031449584470436e-17	Aque_Aqu2.1.34429-001;Scil_g110	4.114553893179646e-74	0.0002920309162305371	Aque_Aqu2.1.34140-001;Scil_g7883	1.2311513054768545e-08	1.162956500078495e-86	Aque_Aqu2.1.32713-001;Scil_g2679	0.0018930843638392614	3.938836107035566e-40			
Aque_Aqu2.1.37713-001;Scil_g2679	1.7092280498504553e-19	7.915325569368873e-86	Aque_Aqu2.1.24985-001;Scil_g9168	2.648227574502731e-19	5.8697803432304785e-86	Aque_Aqu2.1.16620-001;Scil_g10793	3.397334660599216e-165	1.055319179606601e-40	Aque_Aqu2.1.34429-001;Scil_g110	7.854915848010625e-74	0.0006013194933056839				Aque_Aqu2.1.23306-001;Scil_g1858	0.0008250248971470806	1.3255464112178313e-28	Aque_Aqu2.1.27341-001;Scil_g10571	2.5953363064711843e-06	2.2371564374811863e-31	Aque_Aqu2.1.29496-001;Scil_g8135	0.0005693519180481434	4.886659234752376e-97	Aque_Aqu2.1.41482-001;Scil_g5780	2.257130122823816e-08	1.401077682156374e-56	Aque_Aqu2.1.44221-001;Scil_g13279	5.994069235373014e-92	2.3352966492296317e-05	Aque_Aqu2.1.27353-001;Scil_g11067	9.44565242901379e-09	0.0006259582631576781	Aque_Aqu2.1.25568-001;Scil_g4052	0.00041317794310117987	1.9221875447288312e-05	Aque_Aqu2.1.41943-001;Scil_g11616	1.7930078176274148e-08	4.655178459260144e-27	Aque_Aqu2.1.28510-001;Scil_g1202	4.1221548809449937e-10	4.192191910983434e-60	Aque_Aqu2.1.36779-001;Scil_g5032	2.346264008992688e-12	0.0006415212563920234			
Aque_Aqu2.1.43324-001;Scil_g1731	1.2736071685647366e-11	3.8427255194715056e-16	Aque_Aqu2.1.29076-001;Scil_g119	1.6735204441251737e-27	1.0977579962824666e-31	Aque_Aqu2.1.43636-001;Scil_g2645	2.3857194879026892e-54	5.168587365929685e-49	Aque_Aqu2.1.35741-001;Scil_g2323	0.00040754156009998287	5.706184493433804e-31				Aque_Aqu2.1.41164-001;Scil_g2050	2.993726188697446e-20	0.00028651022064054156	Aque_Aqu2.1.28660-001;Scil_g8560	5.903132156816123e-13	6.827252268949651e-06	Aque_Aqu2.1.33635-001;Scil_g9750	0.00010669886911690847	6.723224112689725e-10	Aque_Aqu2.1.40738-001;Scil_g10145	6.218782870818954e-08	2.2288680991354423e-38	Aque_Aqu2.1.43536-001;Scil_g2793	3.1456270560029736e-13	0.009881073541213904	Aque_Aqu2.1.40738-001;Scil_g7182	6.218782870818954e-08	0.00226991754790107	Aque_Aqu2.1.41012-001;Scil_g12881	0.0037296053160072056	2.1955428679993587e-32	Aque_Aqu2.1.20342-001;Scil_g6013	6.019578265264503e-43	2.9288063338159984e-30	Aque_Aqu2.1.28223-001;Scil_g4240	0.0001247782164728605	3.593482504157775e-10	Aque_Aqu2.1.31551-001;Scil_g12129	5.480233371944621e-11	3.1404553919121265e-42			
Aque_Aqu2.1.38435-001;Scil_g2679	3.2496804617101288e-21	7.915325569368873e-86	Aque_Aqu2.1.14128-001;Scil_g9014	2.4522134152092073e-15	0.0027978391910432904	Aque_Aqu2.1.37960-001;Scil_g151	8.706435525501074e-27	2.211135709158821e-54	Aque_Aqu2.1.31586-001;Scil_g2493	6.035842798121547e-07	2.444851870685186e-31				Aque_Aqu2.1.42050-001;Scil_g9431	1.537475133511411e-11	2.2604854558921415e-07	Aque_Aqu2.1.32887-001;Scil_g1568	9.681906288621355e-12	1.402368506771563e-08	Aque_Aqu2.1.43536-001;Scil_g3071	3.1456270560029736e-13	3.6596614235713758e-22	Aque_Aqu2.1.24987-001;Scil_g13146	1.0504102619364857e-17	0.0026129660409463912	Aque_Aqu2.1.43674-001;Scil_g6923	4.20083387372124e-06	4.832739396701769e-10	Aque_Aqu2.1.41012-001;Scil_g13279	0.00027018571509218245	0.0016891241532341903	Aque_Aqu2.1.27353-001;Scil_g11067	3.315122328160022e-33	3.4113450508160326e-51	Aque_Aqu2.1.34247-001;Scil_g9014	1.71031195062505e-34	0.001206914064140306	Aque_Aqu2.1.40905-001;Scil_g1157	1.6276630887661414e-22	5.371096108950538e-15	Aque_Aqu2.1.25578-001;Scil_g2679	0.005312301831445139	3.938836107035566e-40			
Aque_Aqu2.1.32946-001;Scil_g548	3.198548394219795e-57	5.442765025243864e-101	Aque_Aqu2.1.31038-001;Scil_g9014	1.0272479399297856e-48	0.0027978391910432904	Aque_Aqu2.1.41892-001;Scil_g4240	8.326661223111995e-07	7.94947822143419e-06	Aque_Aqu2.1.40905-001;Scil_g2541	9.527533673684782e-19	1.2458272345387522e-06				Aque_Aqu2.1.14221-001;Scil_g6643	1.1928321308232204e-06	2.2696328158478815e-18	Aque_Aqu2.1.41895-001;Scil_g903	2.3005830125315022e-23	0.0008332685915331989	Aque_Aqu2.1.38146-001;Scil_g10140	6.387586082111135e-11	7.029809022088953e-33	Aque_Aqu2.1.41482-001;Scil_g1098	2.257130122823816e-08	7.599970776583826e-09	Aque_Aqu2.1.25769-001;Scil_g2253	3.2643039449818794e-11	6.478494392866644e-35	Aque_Aqu2.1.33635-001;Scil_g10960	0.00010669886911690847	0.0010311375398249923	Aque_Aqu2.1.36507-001;Scil_g2550	7.177212888757017e-30	0.00018597690863606623	Aque_Aqu2.1.36436-001;Scil_g1240	1.8803483918358576e-09	2.7256548768647008e-17	Aque_Aqu2.1.34247-001;Scil_g9014	1.71031195062505e-34	0.0027978391910432904	Aque_Aqu2.1.20342-001;Scil_g6013	6.019578265264503e-43	2.5663767670271375e-23			
Aque_Aqu2.1.25460-001;Scil_g6952	1.0806839649739981e-05	1.2428735009599055e-44	Aque_Aqu2.1.38435-001;Scil_g2679	3.2496804617101288e-21	3.449463238812816e-18	Aque_Aqu2.1.37747-001;Scil_g4955	1.520304058493942e-143	1.3274390645344907e-15	Aque_Aqu2.1.44059-001;Scil_g9230	3.328730512336417e-05	3.5595926977201445e-33				Aque_Aqu2.1.42631-001;Scil_g11974	0.00021754116331870318	4.0962729918117245e-50	Aque_Aqu2.1.18291-001;Scil_g903	3.545152212221585e-21	0.0008332685915331989	Aque_Aqu2.1.22336-001;Scil_g8212	0.000106535416203201	1.903555739624333e-18	Aque_Aqu2.1.41049-001;Scil_g130	0.007200126607303983	3.602006050929476e-46	Aque_Aqu2.1.21078-001;Scil_g119	5.590581436452151e-38	0.006956076367442361	Aque_Aqu2.1.17816-001;Scil_g6923	0.004846158259488255	1.9865115391663293e-07	Aque_Aqu2.1.28488-001;Scil_g11447	2.665580690789617e-63	4.092936753533095e-05	Aque_Aqu2.1.34348-001;Scil_g10006	0.004037217112809467	4.305342599225583e-27	Aque_Aqu2.1.41012-001;Scil_g10508	0.0037296053160072056	2.434685400033953e-60	Aque_Aqu2.1.28510-001;Scil_g1202	4.1221548809449937e-10	1.0069806754726252e-45			
Aque_Aqu2.1.29989-001;Scil_g3256	4.122966021694138e-114	1.485678566570381e-151	Aque_Aqu2.1.37747-001;Scil_g4955	1.520304058493942e-143	2.8980325535352766e-11	Aque_Aqu2.1.42085-001;Scil_g645	7.58547165552506e-19	6.048656650182224e-22	Aque_Aqu2.1.37095-001;Scil_g6036	1.7138617390298075e-107	1.4984837120563736e-05				Aque_Aqu2.1.27832-001;Scil_g6189	5.939276265577746e-23	3.078981561582129e-05	Aque_Aqu2.1.31386-001;Scil_g13734	1.9939436211890793e-10	0.00010448839775807025	Aque_Aqu2.1.43536-001;Scil_g2793	3.1456270560029736e-13	1.140131583380237e-09	Aque_Aqu2.1.35253-001;Scil_g10960	3.5542328552532075e-13	7.697874836345238e-14	Aque_Aqu2.1.41012-001;Scil_g13279	0.00027018571509218245	2.3352966492296317e-05	Aque_Aqu2.1.26973-001;Scil_g10960	1.8757648248382616e-05	0.0010311375398249923	Aque_Aqu2.1.28214-001;Scil_g2550	8.636946883713957e-34	0.00018597690863606623	Aque_Aqu2.1.28214-001;Scil_g8568	8.636946883713957e-34	0.006147787564166451	Aque_Aqu2.1.37960-001;Scil_g151	6.928813814428876e-12	1.6461488177250409e-68	Aque_Aqu2.1.37960-001;Scil_g151	6.928813814428876e-12	2.211135709158821e-54			
Aque_Aqu2.1.28488-001;Scil_g9850	4.308080784192572e-08	2.514819998386438e-10	Aque_Aqu2.1.39927-001;Scil_g1970	2.100681945699731e-42	1.235607112604749e-33	Aque_Aqu2.1.40905-001;Scil_g2541	9.527533673684782e-19	3.475334919449621e-07	Aque_Aqu2.1.34860-001;Scil_g12463	1.2852695968093314e-58	6.737594746197062e-32				Aque_Aqu2.1.33324-001;Scil_g2050	4.199172839699446e-13	0.00028651022064054156	Aque_Aqu2.1.38596-001;Scil_g12944	4.915425379001228e-11	6.635156098512339e-07	Aque_Aqu2.1.26973-001;Scil_g9750	1.8757648248382616e-05	6.723224112689725e-10	Aque_Aqu2.1.22812-001;Scil_g10086	0.0030811825076777575	3.0338463385256324e-05	Aque_Aqu2.1.29899-001;Scil_g7928	0.0007872687199082818	0.0024751816319803113	Aque_Aqu2.1.25867-001;Scil_g10960	0.0002352162877005849	0.0010311375398249923	Aque_Aqu2.1.42552-001;Scil_g6522	0.0004285058854722408	5.311358199178652e-11	Aque_Aqu2.1.34863-001;Scil_g2820	3.260819368721017e-23	3.4302693857098565e-44	Aque_Aqu2.1.39774-001;Scil_g10844	0.0019888630209188496	0.0007879050466048178	Aque_Aqu2.1.28223-001;Scil_g4240	0.0001247782164728605	7.94947822143419e-06			
Aque_Aqu2.1.29076-001;Scil_g119	1.6735204441251737e-27	1.1240744252913564e-101	Aque_Aqu2.1.39232-001;Scil_g11100	0.0008790342511167446	3.531243398369102e-24	Aque_Aqu2.1.39740-001;Scil_g2822	3.486960784146766e-51	1.2046246500420255e-06	Aque_Aqu2.1.14137-001;Scil_g9458	3.1178299804803794e-58	0.0010013805112998515				Aque_Aqu2.1.42700-001;Scil_g9431	1.3533484421805182e-09	2.2604854558921415e-07	Aque_Aqu2.1.39139-001;Scil_g11974	0.004249037783701661	4.0962729918117245e-50	Aque_Aqu2.1.38824-001;Scil_g9750	0.0021069493728025235	6.723224112689725e-10	Aque_Aqu2.1.38824-001;Scil_g10960	0.0021069493728025235	7.697874836345238e-14	Aque_Aqu2.1.16567-001;Scil_g8851	3.0155612923613537e-06	0.0013186114376195319	Aque_Aqu2.1.37426-001;Scil_g307	0.006785239769564729	3.786864955608991e-13	Aque_Aqu2.1.40905-001;Scil_g13078	1.6276630887661414e-22	1.991643228201955e-20	Aque_Aqu2.1.37816-001;Scil_g4517	0.00680584638096658	1.501104113340493e-13	Aque_Aqu2.1.34863-001;Scil_g2820	3.260819368721017e-23	3.9657895423737085e-29	Aque_Aqu2.1.43522-001;Scil_g11081	1.651404943005184e-09	1.6229342971891776e-16			
Aque_Aqu2.1.25578-001;Scil_g4517	9.46692299568766e-12	1.501104113340493e-13	Aque_Aqu2.1.39201-001;Scil_g5203	7.815203465075636e-11	1.945675528044307e-60	Aque_Aqu2.1.42622-001;Scil_g6134	3.3255266621818837e-110	6.434496800501183e-47	Aque_Aqu2.1.41587-001;Scil_g1970	6.284211007424334e-22	2.606407538094883e-24				Aque_Aqu2.1.28493-001;Scil_g4190	8.33193295587791e-14	1.976243892774613e-57	Aque_Aqu2.1.13963-001;Scil_g6014	1.4578792200559792e-06	7.513146338206519e-06	Aque_Aqu2.1.28214-001;Scil_g929	8.244866599655472e-18	0.0006739606382448352	Aque_Aqu2.1.28489-001;Scil_g11447	1.2639077541595553e-28	0.0011988833990713961	Aque_Aqu2.1.40044-001;Scil_g552	2.8322222814374473e-28	1.829316733864634e-14	Aque_Aqu2.1.39919-001;Scil_g2615	2.486254135103664e-07	2.9924508356288753e-07	Aque_Aqu2.1.34863-001;Scil_g10363	3.260819368721017e-23	1.7683703946708102e-19	Aque_Aqu2.1.37747-001;Scil_g4955	1.7392583256086783e-13	3.09647286557078e-36	Aque_Aqu2.1.43276-001;Scil_g11587	1.2417305666889384e-72	0.001308213787946087	Aque_Aqu2.1.44221-001;Scil_g10508	1.0164839656097992e-72	1.4665814847050853e-15			
Aque_Aqu2.1.40839-001;Scil_g11331	1.1787648350722784e-47	1.1780793404929863e-07	Aque_Aqu2.1.29496-001;Scil_g1157	1.2768054689113486e-36	5.371096108950538e-15	Aque_Aqu2.1.43581-001;Scil_g10708	5.4958467372897874e-33	5.488607685998669e-14	Aque_Aqu2.1.21251-001;Scil_g5235	4.624562609038775e-08	5.403392112469341e-07				Aque_Aqu2.1.43823-001;Scil_g10711	8.43656540528806e-40	9.234371273624221e-05	Aque_Aqu2.1.29855-001;Scil_g9431	0.0007027325992768494	2.2604854558921415e-07	Aque_Aqu2.1.21174-001;Scil_g10140	0.00021564884897657527	7.029809022088953e-33	Aque_Aqu2.1.33635-001;Scil_g10960	0.00010669886911690847	7.697874836345238e-14	Aque_Aqu2.1.33622-001;Scil_g6358	1.708447263117159e-16	4.495018191693717e-06	Aque_Aqu2.1.29077-001;Scil_g119	1.3133214504172145e-07	4.570121173935753e-06	Aque_Aqu2.1.43749-001;Scil_g2558	3.0069387432097618e-31	1.229150431460257e-08	Aque_Aqu2.1.29076-001;Scil_g119	3.633124956792878e-18	1.1240744252913564e-101	Aque_Aqu2.1.27224-001;Scil_g1970	0.00698422672407088	1.235607112604749e-33	Aque_Aqu2.1.39740-001;Scil_g2822	2.860462552437996e-15	1.2046246500420255e-06			
Aque_Aqu2.1.07543-001;Scil_g9417	5.249550863120593e-114	8.875182419450473e-102	Aque_Aqu2.1.43581-001;Scil_g2671	5.4958467372897874e-33	1.6481347787260075e-30	Aque_Aqu2.1.29076-001;Scil_g119	1.6735204441251737e-27	4.12906544749031e-51	Aque_Aqu2.1.37751-001;Scil_g3052	1.960754617020323e-08	1.669626579614176e-13				Aque_Aqu2.1.18457-001;Scil_g2050	1.2500407695264787e-10	0.00028651022064054156	Aque_Aqu2.1.39254-001;Scil_g6643	2.9509973252685446e-05	2.2696328158478815e-18	Aque_Aqu2.1.21078-001;Scil_g119	5.590581436452151e-38	1.1392739541626258e-52	Aque_Aqu2.1.41619-001;Scil_g10086	0.0001135500444194301	3.0338463385256324e-05	Aque_Aqu2.1.31551-001;Scil_g6923	0.0004550419940629617	4.832739396701769e-10	Aque_Aqu2.1.34343-001;Scil_g119	1.192967813648859e-24	4.570121173935753e-06	Aque_Aqu2.1.40997-001;Scil_g5970	1.1246864081167407e-15	6.359832455523348e-28	Aque_Aqu2.1.40839-001;Scil_g13262	7.198710762014658e-21	8.449451729511004e-09	Aque_Aqu2.1.31551-001;Scil_g12129	5.480233371944621e-11	5.962773796446919e-41	Aque_Aqu2.1.29076-001;Scil_g119	3.633124956792878e-18	4.12906544749031e-51			
Aque_Aqu2.1.38191-001;Scil_g9230	5.740348681209968e-44	8.77099652921219e-85	Aque_Aqu2.1.44325-001;Scil_g533	1.4970828419916077e-16	9.037037619188098e-26	Aque_Aqu2.1.36779-001;Scil_g5032	6.984192939755703e-05	0.0006415212563920234	Aque_Aqu2.1.38185-001;Scil_g11114	1.1352403406991012e-28	1.2267511825027107e-06				Aque_Aqu2.1.25188-001;Scil_g11408	8.171434139470894e-10	0.0009273067915295075	Aque_Aqu2.1.30110-001;Scil_g12131	0.0009398165192983804	2.2731884289040125e-05	Aque_Aqu2.1.41692-001;Scil_g11204	0.0001319903308633703	0.00020076639837232285	Aque_Aqu2.1.41049-001;Scil_g13539	0.007200126607303983	1.1454364321341173e-47	Aque_Aqu2.1.39740-001;Scil_g3460	4.782629770823607e-08	0.0030212586922886246	Aque_Aqu2.1.28489-001;Scil_g4190	1.2639077541595553e-28	0.0018585591398102622	Aque_Aqu2.1.28214-001;Scil_g929	8.636946883713957e-34	0.0006739606382448352	Aque_Aqu2.1.34344-001;Scil_g119	2.149882173753952e-14	1.1240744252913564e-101	Aque_Aqu2.1.43637-001;Scil_g13024	4.913286201607988e-09	3.6879272146840085e-16	Aque_Aqu2.1.34863-001;Scil_g2820	3.260819368721017e-23	7.937987451962361e-22			
Aque_Aqu2.1.34429-001;Scil_g110	7.854915848010625e-74	0.0002920309162305371	Aque_Aqu2.1.43478-001;Scil_g852	2.6663380306377767e-06	8.359778172501651e-51	Aque_Aqu2.1.26118-001;Scil_g645	1.1077058835232494e-24	6.048656650182224e-22	Aque_Aqu2.1.27224-001;Scil_g2125	6.85573730359377e-63	7.997798359196378e-19				Aque_Aqu2.1.35211-001;Scil_g5520	3.46092426890341e-23	3.2822396728584823e-09	Aque_Aqu2.1.28489-001;Scil_g4190	4.787491920802856e-09	1.976243892774613e-57	Aque_Aqu2.1.40905-001;Scil_g8135	2.293128987599471e-12	4.886659234752376e-97	Aque_Aqu2.1.33622-001;Scil_g402	1.708447263117159e-16	0.0003005960655922788	Aque_Aqu2.1.23692-001;Scil_g3056	1.2841772084763492e-19	2.0628480496730304e-08	Aque_Aqu2.1.38824-001;Scil_g10960	0.0021069493728025235	0.0010311375398249923	Aque_Aqu2.1.43559-001;Scil_g2584	7.6249225741894054e-06	0.0006679835282146164	Aque_Aqu2.1.25578-001;Scil_g4517	0.005312301831445139	1.501104113340493e-13	Aque_Aqu2.1.25862-001;Scil_g9014	2.0549201860468497e-37	0.0027978391910432904	Aque_Aqu2.1.34344-001;Scil_g119	2.149882173753952e-14	4.12906544749031e-51			
Aque_Aqu2.1.38191-001;Scil_g3256	5.740348681209968e-44	1.485678566570381e-151	Aque_Aqu2.1.44246-001;Scil_g1970	7.348281244918552e-80	1.235607112604749e-33	Aque_Aqu2.1.34182-001;Scil_g1212	2.8381934299431106e-12	4.4584155252482785e-10	Aque_Aqu2.1.20710-001;Scil_g9339	2.4308098953169308e-09	8.946720754272822e-27				Aque_Aqu2.1.28493-001;Scil_g5104	8.33193295587791e-14	1.0482033334351304e-18	Aque_Aqu2.1.27411-001;Scil_g13637	1.0834257764909658e-15	3.320268255653308e-06	Aque_Aqu2.1.33604-001;Scil_g11513	0.00018672684408454628	9.195351466282755e-05	Aque_Aqu2.1.41892-001;Scil_g8192	5.2142493076430264e-14	2.4409454456120322e-27	Aque_Aqu2.1.36574-001;Scil_g10363	0.0004940940652812278	0.003378878652426875	Aque_Aqu2.1.21174-001;Scil_g2820	0.00021564884897657527	0.002621769989177146	Aque_Aqu2.1.38477-001;Scil_g6451	0.0017703482907894788	6.905658752452561e-08	Aque_Aqu2.1.44221-001;Scil_g10508	1.0164839656097992e-72	3.569604556802591e-21	Aque_Aqu2.1.14128-001;Scil_g9014	0.0056228831372082165	0.0027978391910432904	Aque_Aqu2.1.43636-001;Scil_g2645	0.0008403213309444536	5.168587365929685e-49			
